session_id,title,detail_url,start,end,level,topic,track,code,speakers,conf_id,conference,description
1080,Geospatial Insights for Everyone in Microsoft Fabric,https://www.sharepointeurope.com/events/geospatial-insights-for-everyone-in-microsoft-fabric/,2025-09-17 12:00:00,2025-09-17 13:00:00,200 - Feature Orientated,Real-Time Intelligence,Real-Time Intelligence,W16,"Johannes Kebeck, Microsoft",1000,FabCon2025EuropeVienna,"This session highlights how Microsoft Fabric enables intuitive, no-code experiences for analyzing and visualizing data across time and space. Using real-world operational scenarios, we’ll demonstrate how teams can work with large volumes of geospatial data and real-time signals to detect issues, track assets, and respond to customer needs. Whether you’re monitoring operations or exploring location-based trends, discover how any data citizen can generate actionable insights, without needing specialized geospatial expertise."
1081,AI Agents and Intelligent RAG with SQL and Microsoft Fabric,https://www.sharepointeurope.com/events/ai-agents-and-intelligent-rag-with-sql-and-microsoft-fabric/,2025-09-17 12:00:00,2025-09-17 13:00:00,300 - Technical,SQL in Fabric,Azure SQL,W17,"Bob Ward, Microsoft; Erin Stellato, Microsoft",1000,FabCon2025EuropeVienna,"Explore how to build enterprise-grade Retrieval-Augmented Generation (RAG) systems by harnessing the power of SQL AI Agents, vector-based search, and Microsoft Fabric. This session dives into modern architectures that combine structured data with large language model (LLM) capabilities to enable real-time, intelligent, and secure applications. You’ll learn how Model Context Protocol (MCP) enables dynamic, context-aware interactions across agents, helping streamline workflows, maintain consistent data access, and support scalable deployment patterns. We’ll cover how to configure vector indexes, embed unstructured content, and orchestrate intelligent querying using SQL AI Agents powered by Azure SQL and SQL DB in Fabric. Learn how to optimize performance, enhance data security, and manage complex enterprise deployments while pushing the boundaries of data-driven decision-making. You’ll leave with a practical playbook for deploying RAG pipelines that are robust, secure, and ready for real-world scale."
1082,"Enhancing the developer experience in Fabric: explore the latest in item & job management, and monitor",https://www.sharepointeurope.com/events/enhancing-the-developer-experience-in-fabric-explore-the-latest-in-item-job-management-and-monit/,2025-09-17 12:00:00,2025-09-17 13:00:00,200 - Feature Orientated,Developer Experiences,Data Engineering,W18,"Jie Su, Microsoft; Meenal Srivastva, Microsoft",1000,FabCon2025EuropeVienna,"Discover how to elevate job management and monitoring in Microsoft Fabric. This session explores new capabilities and best practices for job scheduling, proactive monitoring, and troubleshooting. Join us to learn how these latest improvements can help you efficiently operate, troubleshoot, and optimize jobs within your data solutions."
1083,"Enterprise Write-back: Driving Data-Driven Transformation with Power BI, Acterys and Nosedat",https://www.sharepointeurope.com/events/enterprise-write-back-driving-data-driven-transformation-with-power-bi-acterys-and-nosedat/,2025-09-17 12:00:00,2025-09-17 13:00:00,Level 200: Intermediate,Power BI,Power BI,W19,"Boris Fischmann, Nosedat; Eric Reyhle, Acterys",1000,FabCon2025EuropeVienna,"Ready to see how modern planning is being redefined? Join us for an unmissable session where Acterys and Nosedat showcase the journey from fragmented, Excel-based planning to streamlined, data-driven decision-making. Discover how Acterys’ Enterprise Write-Back in Power BI can transform planning—delivering faster processes, greater accuracy, and significant efficiency gains. You’ll see a live demo of the cutting-edge architecture and workflows that enable this transformation, along with best practices from Nosedat, the partner guiding organizations through change from start to finish. This is your chance to experience modern planning in action, gain practical insights you can apply immediately, and get your questions answered in a dynamic Q&A. Secure your spot—don’t just plan, plan smarter."
1084,"Innovate, Integrate, and Scale: Winning with Microsoft Fabric and the Workload Hub",https://www.sharepointeurope.com/events/innovate-integrate-and-scale-winning-with-microsoft-fabric-and-the-workload-hub/,2025-09-17 12:00:00,2025-09-17 13:00:00,300 - Technical,Data Engineering,Data Engineering,W20,"Roy Hasson, Microsoft; Asif Kazi, Microsoft",1000,FabCon2025EuropeVienna,"Microsoft Fabric is the platform of choice for developers, engineers and ISV partners building the future with data and AI. While Fabric offers a range of native workloads like PowerBI, Spark, data warehousing and more, the Fabric Workload Hub additionally offers many new experiences like data cleansing, data wrangling, data quality and more. These experiences are built on top of data already in Microsoft OneLake, making them simple to adopt and use. Join us to learn about these new experiences and how developers and ISVs can bring their differentiated capabilities to Fabric users. We’ll dive into the different ways ISVs can develop and deploy workloads on Fabric. Explore best practices to accelerate adoption and monetization of workloads using product-led growth tactics. See real-world examples of popular partner workloads running in Fabric. No session is complete without exciting new releases that make building on Fabric easier and more powerful than ever – you don’t want to miss this!"
1085,[Inspire Stage] Building Impact: How Events Become a Force for Good,https://www.sharepointeurope.com/events/inspire-stage-building-impact-how-events-become-a-force-for-good/,2025-09-17 12:00:00,2025-09-17 13:00:00,,Inspire Stage - 12:00 - 13:00,Inspire Stage,INSPIRE STAGE,Tommie Eaton,1000,FabCon2025EuropeVienna,"This session brings purpose to the heart of employee engagement. CTW Events shares how team-building experiences can do more than boost morale — they can change lives. You’ll get a behind-the-scenes look at how we design, scale, and execute give-back activations across the globe, including how kits built at Fabcon will directly serve communities through our nonprofit partners. We’ll explore the business case for purpose, employee feedback from global activations, and the real-world impact these events have on families facing crisis. You’ll leave with actionable ideas on how to bring this model to your teams — and how purpose can be more than a message; it can be a movement."
1086,Women in Data: Leading the Way,https://www.sharepointeurope.com/events/women-in-data-leading-the-way/,2025-09-17 13:00:00,2025-09-17 14:15:00,Level 100,DE&I,DE&I,,"Rie Merritt; Kim Manis, CVP, Analytics, Microsoft; Wangui McKelvey, VP Analytics, Microsoft; Priya Sathy, Microsoft",1000,FabCon2025EuropeVienna,"Rie Merritt Kim Manis, CVP, Analytics Wangui McKelvey, VP Analytics Priya Sathy Find us and follow us Enter something special: Already a member? Simply Login Become an ESPC Community Member today to access a wealth of SharePoint, and Azure knowledge for free. New content is added daily to the online Resource Centre, across a variety of topics and formats from Microsoft MVP’s and industry experts. With over 2,500 eBooks, webinars, presentations, how to videos and blogs, there is something to suit everyone’s learning styles and career goals. Already have an account? Sign In Not a member yet? Create a free account Sign Up Sign up to receive exclusive content and analysis from the Microsoft 365 & Azure community, as well as the latest conference updates and offers. NOTE: This is for content only. You do not need to register for conference sessions."
1087,Prep your data for AI to get more out of Power BI Copilot,https://www.sharepointeurope.com/events/prep-your-data-for-ai-to-get-more-out-of-power-bi-copilot/,2025-09-17 14:15:00,2025-09-17 15:15:00,200 - Feature Orientated,Power BI,Microsoft Purview,W21,"Lauren Faber, Microsoft",1000,FabCon2025EuropeVienna,"As Power BI and Fabric continues to integrate AI more deeply into the analytics experience, preparing your data for Copilot has never been more critical. In this session, you’ll learn how to get your data Copilot-ready using the latest features built specifically for preparing your data for AI. We’ll review the enhancements we’ve made to help you prepare, and how to take advantage of the features as a creator and/or developer. We’ll walk through what’s available today to help your organization prepare your data and give you a sneak peak of what’s coming in the pipeline. You won’t want to miss this session!"
1088,Azure SQL Database vs. SQL Database in Fabric: Key Differences for Developers and DBAs,https://www.sharepointeurope.com/events/azure-sql-database-vs-sql-database-in-fabric-key-differences-for-developers-and-dbas/,2025-09-17 14:15:00,2025-09-17 15:15:00,300 - Technical,Azure SQL,Azure SQL,W22,"John Morehouse, MVP, Denny Cherry & Associates",1000,FabCon2025EuropeVienna,"Curious about the differences between Azure SQL Database and SQL Database in Fabric? This intro-level session is perfect for developers and DBAs looking to understand the architecture and fundamentals of these two platforms. In just 60 minutes, you’ll: • Examine the core architecture and compute models of each platform. • Compare options for scalability, high availability, and disaster recovery. • Explore the different cost structures between the two solutions. Whether you’re optimizing an existing solution or planning your next project, this session will help you make informed decisions and maximize the value of these services. Don’t miss this opportunity to level up your cloud database knowledge!"
1089,Workspace strategy for Data Engineering in Microsoft Fabric,https://www.sharepointeurope.com/events/workspace-strategy-for-data-engineering-in-microsoft-fabric/,2025-09-17 14:15:00,2025-09-17 15:15:00,300 - Technical,Data Engineering,Data Engineering,W23,"Ásgeir Gunnarsson, MVP, North Insights ApS.",1000,FabCon2025EuropeVienna,"It might sound simple but choosing the right workspace strategy it crucial to a successful implementation of Data Engineering solution in Microsoft Fabric. Should you add everything in one workspace, have one workspace per stage, one workspace per workload or something entirely different? There are few things which will impact your workspace strategy such as size and composition of your development team, DevOps strategy and workload/data isolation. Some of it is because of the way Fabric works while others are due to security restrictions. In this session we are going to go through each one of them and analyze the impact of it on your workspace strategy. We will take an outset in the popular Medallion architecture as most teams use some version of that when building lakehouses in Fabric. Using the Medallion architecture we will demonstrate how different things impact the workspace strategy and show how what ways you can use either work around or overcome the issues. At the end of this session the audience will understand better what challenges there are in Fabric when it comes to workspace strategy and what possible solutions there are. There is no such thing as one size fits all but starting correctly can heavily reduce re-work or workaround at later stages."
1090,Discovering Unknown Unknowns with AI and Real-Time Intelligence,https://www.sharepointeurope.com/events/discovering-unknown-unknowns-with-ai-and-real-time-intelligence/,2025-09-17 14:15:00,2025-09-17 15:15:00,200 - Feature Orientated,Real-Time Intelligence,Data Science,W24,"Will Thompson, Microsoft; Ravit Dennis, Microsoft",1000,FabCon2025EuropeVienna,"Real-time intelligence is crucial for businesses aiming to stay competitive in a fast-paced world. In this session, we will explore how to leverage AI and the latest tools in Real-Time Intelligence to extract actionable insights from streaming data. We’ll dive into practical techniques for setting up robust real-time data pipelines to power your AI applications, and talk about the latest releases and future roadmap for AI features in Real-Time Intelligence"
1091,Managing Capacities and monitoring query performance in Microsoft Fabric Data warehouse,https://www.sharepointeurope.com/events/managing-capacities-and-monitoring-query-performance-in-microsoft-fabric-data-warehouse/,2025-09-17 14:15:00,2025-09-17 15:15:00,200 - Feature Orientated,Data Warehousing,Admin & Governance,W25,"Andy Cutler, MVP",1000,FabCon2025EuropeVienna,"As your workloads scale in Microsoft Fabric, managing capacity and monitoring query performance becomes essential to ensure your Data Warehouse stays fast, efficient, and cost-effective. In this session, we’ll explore how to gain deep visibility into capacity management for Fabric warehouse and monitoring your query performance. You’ll learn how to: Through demos and practical examples, you’ll walk away with actionable strategies to monitor and manage your Fabric Data Warehouse like a pro—keeping users happy and workloads running smoothly."
1092,Operationalize Fabric-CICD to work with Microsoft Fabric and Azure DevOps,https://www.sharepointeurope.com/events/operationalize-fabric-cicd-to-work-with-microsoft-fabric-and-azure-devops/,2025-09-17 14:15:00,2025-09-17 15:15:00,300 - Technical,Developer Experiences,Developer Experiences,W26,"Kev Chant, MVP, Macaw",1000,FabCon2025EuropeVienna,Fabric-CICD is a Python library initially developed by Microsoft which allows you to perform CI/CD of various Microsoft Fabric items into Microsoft Fabric workspaces. In this session I intend to cover how you can operationalize fabric-cicd to work with Microsoft Fabric and Azure DevOps. Topics covered include: By the end of this session attendees will have a better idea of how operationalize fabric-cicd to work with Microsoft Fabric and Azure DevOps.
1093,Integrating Microsoft Fabric and Azure AI Foundry for a real-world scenario,https://www.sharepointeurope.com/events/integrating-microsoft-fabric-and-azure-ai-foundry-for-a-real-world-scenario/,2025-09-17 14:15:00,2025-09-17 15:15:00,Level 200: Intermediate,Azure AI Foundry,Azure AI Foundry,W27,"Monica Calleja, Microsoft; Sara Lammini Rodriguez, Microsoft",1000,FabCon2025EuropeVienna,"Monica Calleja Sara Lammini Rodriguez Find us and follow us Enter something special: Already a member? Simply Login Become an ESPC Community Member today to access a wealth of SharePoint, and Azure knowledge for free. New content is added daily to the online Resource Centre, across a variety of topics and formats from Microsoft MVP’s and industry experts. With over 2,500 eBooks, webinars, presentations, how to videos and blogs, there is something to suit everyone’s learning styles and career goals. Already have an account? Sign In Not a member yet? Create a free account Sign Up Sign up to receive exclusive content and analysis from the Microsoft 365 & Azure community, as well as the latest conference updates and offers. NOTE: This is for content only. You do not need to register for conference sessions."
1094,Governing your data estate with Microsoft Fabric and Purview,https://www.sharepointeurope.com/events/governing-your-data-estate-with-microsoft-fabric-and-purview/,2025-09-17 14:15:00,2025-09-17 15:15:00,200 - Feature Orientated,Microsoft Purview,Microsoft Purview,W28,"Yaron Canari, Microsoft; Daniel Hidalgo, Microsoft",1000,FabCon2025EuropeVienna,"In the era of AI, organizations are actively trying to provide the right governance features wherever users work. This session will cover how Microsoft Fabric and Purview governs data across your data estate, with an emphasis on Fabric data. Deeper integrations between Fabric and Purview, and in particular, Onelake catalog and Purview Unified Catalog will be covered."
1095,Sharing Experiences: Scaling Data Mesh with Microsoft Fabric,https://www.sharepointeurope.com/events/sharing-experiences-scaling-data-mesh-with-microsoft-fabric/,2025-09-17 14:15:00,2025-09-17 15:15:00,100 - Business Level,Fabric Platform,Data Warehousing,W29,"Niek de Win, KPN; Mukul Kumar, Nexi Group",1000,FabCon2025EuropeVienna,"Join us for a dynamic session showcasing how leading organisations are operationalising data mesh principles using Microsoft Fabric’s unified data services. Through real-world customer stories from data heavy Telco Industry, we’ll explore how Fabric’s capabilities—such as OneLake, Fabric Data Warehouse, Fabric Data Engineering and SaaS-integrated governance—are enabling decentralised data ownership, faster time-to-insight, and cross-domain collaboration."
1096,Lessons Learned from Implementing End-to-End Real-Time Intelligence Solutions in Fabric,https://www.sharepointeurope.com/events/lessons-learned-from-implementing-end-to-end-real-time-intelligence-solutions-in-fabric/,2025-09-17 14:15:00,2025-09-17 15:15:00,Level 200 - Intermediate,Real-Time Intelligence,Real-Time Intelligence,W30,"Josef Pinkr, Adastra; Martin Rys, Adastra",1000,FabCon2025EuropeVienna,"Over the past two years, we have designed and implemented continuous data processing solutions in Microsoft Fabric for multiple customers, addressing diverse business and technical requirements. In this session, we’ll share our experiences building end-to-end Real-Time Intelligence architectures—from data ingestion and medallion-based data processing using Fabric’s real-time capabilities to advanced data analytics and reporting in Power BI. We conducted extensive testing using two primary components for data processing: Real-Time Intelligence (Eventhouse) and Data Engineering (Lakehouse with Spark Structured Streaming). We also evaluated suitable Power BI storage modes. Attendees will gain practical insights into key design choices, trade-offs, and performance considerations for implementing real-time pipelines, along with lessons learned from testing different implementation approaches."
1097,[Inspire Stage] Power BI meets UX Design: Creating Accessible & Inclusive Reports,https://www.sharepointeurope.com/events/inspire-stage-power-bi-meets-ux-design-creating-accessible-inclusive-reports/,2025-09-17 14:15:00,2025-09-17 15:15:00,Level 200: Intermediate,Power BI,Inspire Stage,INSPIRE STAGE,"Elena Drakulevska MVP, MoonStory, Austria",1000,FabCon2025EuropeVienna,"Imagine creating an amazing report—rich in insights and visuals—only to realize that part of your audience can’t fully access or understand it. When reports aren’t designed with everyone in mind, critical insights get lost, and the true impact of your work is diminished. Accessibility isn’t just a buzzword; it’s a necessity—and in this session, we’ll explore how inclusive UX design principles can help you create reports that are intuitive, actionable, and accessible to all users. You’ll learn how to use icons, text, color, and layout more strategically, step into the shoes of users with varying abilities, and unlock Power BI’s built-in accessibility features. Join us to discover how thoughtful, inclusive design doesn’t just remove barriers—it transforms the whole user experience. By designing with accessibility in mind, we create reports that are intuitive, impactful, and built to serve every user, every time. And hey—making them look good is just a bonus! Key Takeaways:"
1098,Navigating Data Modeling in Direct Lake,https://www.sharepointeurope.com/events/navigating-data-modeling-in-direct-lake/,2025-09-17 15:30:00,2025-09-17 16:30:00,200 - Feature Orientated,Power BI,Data Engineering,W32,"Mathias Halkjaer, MVP, Fellowmind",1000,FabCon2025EuropeVienna,"In this session, we’ll dive into the Direct Lake, the new Power BI storage mode that seamlessly blends DirectQuery’s real-time capabilities and Import mode’s performance. We unravel how this promising technology impacts traditional data modeling approaches, posing essential questions on star schemas, surrogate keys, SCDs, and other classical dimensional modeling techniques. This session equips you with a deeper understanding of the Direct Lake landscape and its implications for data modelling, empowering you to craft performant data models. The key areas we’ll explore are:"
1099,Simplify Medallion Architecture with Fabric Materialized Lake Views,https://www.sharepointeurope.com/events/simplify-medallion-architecture-with-fabric-materialized-lake-views/,2025-09-17 15:30:00,2025-09-17 16:30:00,200 - Feature Orientated,Data Engineering,Data Engineering,W33,"Balaji Sankaran, Microsoft; Ramkrishna Vasudevan, Microsoft",1000,FabCon2025EuropeVienna,"Join us to learn how Materialized Lake Views (MLVs) in Microsoft Fabric streamline the implementation of the Medallion architecture using Spark SQL. With extended SQL syntax, you can create MLVs and apply data quality constraints in a single step—making your data pipelines more efficient and reliable. This session will cover how to schedule and automate MLV execution, leverage built-in monitoring, and apply best practices to maximize performance and maintainability. We’ll also cover the latest updates: incremental refresh and PySpark support, offering practical guidance for you to get started with MLVs effectively."
1100,Deep dive on OneLake security,https://www.sharepointeurope.com/events/deep-dive-on-onelake-security/,2025-09-17 15:30:00,2025-09-17 16:30:00,300 - Technical,Admin & Governance,Admin & Governance,W34,"Aaron Merrill, Microsoft; Cristian Petculescu, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an in-depth session on security in OneLake and how it can provide precise control over data access within OneLake and Microsoft Fabric. We will delve into how data access can be managed through OneLake security, shifting the permissions management from each compute engine to the data lake itself. The session will take an in-depth look at new security features available in OneLake. We’ll review the existing object level security features and highlight key updates and changes from the new release. Next, learn all about the new features of row and column level security. We will give practical examples showing how these features work and where to leverage them in your organization. We’ll also explore the two main integration patterns for Fabric engines: delegated and passthrough. We’ll discuss the tradeoffs of each pattern, and situations for using one over the other. For SQL Endpoint and Semantic models we will explore their existing permissions and how that layers over OneLake security. Furthermore, we will examine the use of shortcuts in Microsoft Fabric to simplify data management and discuss the special security considerations required for different types of shortcuts. This session is a must-attend for data professionals seeking to enhance their understanding and implementation of OneLake’s comprehensive security model. Equip yourself with the knowledge to safeguard your data and ensure compliance with organizational security policies."
1101,Mastering Open Mirroring in Microsoft Fabric,https://www.sharepointeurope.com/events/mastering-open-mirroring-in-microsoft-fabric/,2025-09-17 15:30:00,2025-09-17 16:30:00,300 - Technical,Data Integration,Data Engineering,W35,"Cristian Urbina Guerra, BSGroup Data Analytics AG",1000,FabCon2025EuropeVienna,"Open Mirroring is one of the most exciting new features in Microsoft Fabric, offering a streamlined way to integrate change data into OneLake. In this session, you will learn what Open Mirroring is, when (and when not) to use it, and how to implement it securely and effectively. I will cover key considerations including security, incremental and full reload strategies, and how to handle restarts and control processes. You will also see how to set up robust monitoring using Power BI and a custom control database to track synchronization status, row counts, and incremental values. This is the perfect opportunity to prepare yourself to take advantage of this powerful new feature and be among the first to adopt it with confidence."
1102,Driving Insights with Real-Time Intelligence in Microsoft Fabric,https://www.sharepointeurope.com/events/driving-insights-with-real-time-intelligence-in-microsoft-fabric/,2025-09-17 15:30:00,2025-09-17 16:30:00,300 - Technical,Data Engineering,Data Engineering,W36,"William S. G. Olsen, Altro",1000,FabCon2025EuropeVienna,"In this session, we will explore the capabilities of the Real-Time Intelligence experience in Microsoft Fabric with the use of real-life business-cases from Norway’s second largest bus company. With these business-cases as a foundation we will investigate how to use data from IoT sensors and other data sources to create actionable insights. We will walk through the different business-cases, ranging from exposing real-time data to a driver app, to gathering and reporting on data about the fuel use of busses and the inside passenger temperature, while discussing the varying requirements for each one. Throughout our journey within the Fabric Real-Time Intelligence capabilities, we will explore how to use Eventstreams to ingest and transform real-time data, and how Eventhouses enable efficient and scalable storage. We will then move to describe some use-cases of Fabric Activator to ensure data quality and look at alerting solutions. To solve the business-cases presented we will discuss how batch data from different sources can be integrated with the real-time data, providing a better and more complete analytical solutions. Nearing the end, we will describe finalized solutions for some of the presented business-cases and describe how they are used today. We will wrap up our journey with exploring the Real-Time Hub and describe how this can be seen as a OneLake for your real-time objects making it easy as can be to keep control of our assets."
1103,CI/CD for SQL Database in Fabric using Azure DevOps,https://www.sharepointeurope.com/events/ci-cd-for-sql-database-in-fabric-using-azure-devops/,2025-09-17 15:30:00,2025-09-17 16:30:00,200 - Feature Orientated,SQL in Fabric,Developer Experiences,W37,"Kevin Pereira, GuideStone",1000,FabCon2025EuropeVienna,"Ensuring efficient, consistent, and reliable deployment processes is crucial for maintaining robust, enterprise-ready data solutions. In this session, I will share insights on creating Continuous Integration and Continuous Deployment (CI/CD) pipelines using Azure DevOps for the Fabric SQL DB. Attendees will learn how to leverage Azure DevOps to streamline their development workflows, enhance collaboration, and ensure high-quality data delivery. By the end of this presentation, participants will have a comprehensive understanding of how to implement and optimize CI/CD pipelines to support their organization’s data infrastructure needs."
1104,Fabric and Azure AI Foundry playing nicely together,https://www.sharepointeurope.com/events/fabric-and-azure-ai-foundry-playing-nicely-together/,2025-09-17 15:30:00,2025-09-17 16:30:00,300 - Technical,Azure AI Foundry,Azure AI Foundry,W38,"Grímur Sæmundsson, Crayon",1000,FabCon2025EuropeVienna,"In this presentation, we will dive into a solution developed for supervisors at a municipality when they are about to conduct an employee assessment. We combine the power of Fabric and OpenAI to streamline and enhance the assessment process. It is common for supervisors to spend a lot of time gathering quantitative information before the assessment and then analyzing and interpreting the data. We will explore a solution that uses the data processing power of Fabric and the analytical and interpretative capabilities of large language models to conduct a fair and accurate assessment and provide comprehensive and insightful feedback. We will employ techniques like RAG (Retrieval Augmented Generation) to store guidelines for the supervisors, and we will use Notebooks and Python in Fabric with tools such as Semantic Link to retrieve data from semantic models (Power BI) and PySpark to retrieve data from Lakehouse. We will send the data to an LLM with an appropriate prompt to generate a document that guides us through the assessment."
1105,Your Neuro-Inclusive Workplace Toolkit,https://www.sharepointeurope.com/events/your-neuro-inclusive-workplace-toolkit/,2025-09-17 15:30:00,2025-09-17 16:30:00,100 - Business Level,Diversity,DE&I,W39,"Isi Turner, Advancing Analytics",1000,FabCon2025EuropeVienna,"Neurodiversity may seem like a buzzword, but 1 in 5 working adults are neurodivergent. A neuro-inclusive workplace not only supports and empowers those who are neurodivergent, but benefits the whole team. This talk will equip managers with a neuro-inclusive toolkit, with a collection of tangible strategies, communication tips, and environmental considerations to create a truly supportive environment for neurodivergent people. We will explore practical adjustments and inclusive practices that benefit all employees and contribute to a more equitable workplace."
1106,Unlocking the Power of Fabric Mirroring for Azure Database for PostgreSQL flexible server,https://www.sharepointeurope.com/events/unlocking-the-power-of-fabric-mirroring-for-azure-database-for-postgresql-flexible-server/,2025-09-17 15:30:00,2025-09-17 16:30:00,300 - Technical,PostrgreSQL,PostgreSQL,W40,"Silvano Coriani, Microsoft; Mehmet Arikkan, Microsoft",1000,FabCon2025EuropeVienna,"In this session, we will explore the seamless integration of PostgreSQL data with OneLake to harness the full potential of Fabric mirroring. Discover how to deliver near real-time analytics, data science, machine learning (ML) & artificial intelligence (AI) experiences, and cross-database querying, all while safeguarding your operational databases from the strain of analytical queries. Learn how to effortlessly stream PostgreSQL data from Azure to Microsoft Fabric with zero ETL processes, leveraging Azure Database for PostgreSQL’s unique AI integration and centralized identity management capabilities. Once your mirrored database data lands in Microsoft Fabric, unlock a world of possibilities: Join us to learn how Fabric mirroring can transform your data strategy, enabling you to maximize the value of your PostgreSQL data with Microsoft Fabric’s robust analytics and AI capabilities."
1107,[Inspire Stage] Brain Hacking for Data Pros: The Neuroscience of Making Conference Knowledge Stick,https://www.sharepointeurope.com/events/brain-hacking-for-data-pros-the-neuroscience-of-making-conference-knowledge-stick/,2025-09-17 15:30:00,2025-09-17 16:30:00,100 - Business Level,PostrgreSQL,,INSPIRE STAGE,"Sean Lally, The Lean Learning Professional, Ireland",1000,FabCon2025EuropeVienna,"Feeling overwhelmed by great talks, only to forget the key insights? Your brain is designed to forget, mistaking temporary understanding for true learning. In this session, discover a neuroscience-backed framework to deliberately capture, retain, and apply valuable knowledge, ensuring your time at FabCon delivers a lasting impact."
1108,Databases: Ask Engineering Anything,https://www.sharepointeurope.com/events/databases-ask-engineering-anything/,2025-09-18 09:15:00,2025-09-18 10:15:00,,Databases,Ask Me Anything,AMA,"Bob Ward, Microsoft; Priya Sathy, Microsoft; Erin Stellato, Microsoft; Idris Motiwala, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an engaging “Ask Me Anything” session with the engineers from the SQL Server, Azure SQL, SQL in Fabric, and Tools teams. This interactive Q&A offers a unique opportunity to connect directly with the experts behind Microsoft’s data platforms and tooling. Whether you’re curious about roadmap updates, technical challenges, best practices, or future innovations, this session is your chance to ask questions and gain insights from the teams shaping the future of data at Microsoft. Bring your questions and join the conversation!"
1109,Power BI: Ask Engineering Anything,https://www.sharepointeurope.com/events/power-bi-ask-engineering-anything/,2025-09-18 09:15:00,2025-09-18 10:15:00,,Power BI,,AMA,"Christian Wade, Microsoft; Sara Vredevoogd, Microsoft; Zoe Douglas, Microsoft; Rui Romano, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an engaging Q&A session with the engineers from the Power BI team. This is a unique interactive opportunity to connect directly with the experts behind Power BI. Whether you’re curious about roadmap updates, technical challenges, best practices, or future innovations, this session is your chance to ask questions and gain insights from the teams shaping the future of data at Microsoft. Bring your questions and join the conversation!"
1110,Integration: Ask Engineering Anything,https://www.sharepointeurope.com/events/integration-ask-engineering-anything/,2025-09-18 09:15:00,2025-09-18 10:15:00,,Data Integration,Ask Me Anything,AMA,"Mohan Sankaran, Microsoft; Shireen Bahadur, Microsoft; Sid Jayadevan, Microsoft; Ulrich Christ, Microsoft; Wee Hyong Tok, Microsoft; Faisal Mohamood, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an engaging Q&A session with the engineers from the Data Integration team. This interactive Q&A offers a unique opportunity to connect directly with the experts behind Microsoft’s Data Factory, Power Query and SSIS. Whether you’re curious about roadmap updates, technical challenges, best practices, or future innovations, this session is your chance to ask questions and gain insights from the teams shaping the future of data at Microsoft. Bring your questions and join the conversation!"
1111,Analytics & AI: Ask Engineering Anything,https://www.sharepointeurope.com/events/analytics-ai-ask-engineering-anything/,2025-09-18 09:15:00,2025-09-18 10:15:00,,DS/DE/DW/AI,Ask Me Anything,AMA,"Tino Tereshko, Microsoft; Justyna Lucznik, Microsoft; Bogdan Crivat, Microsoft; Nellie Gustafsson, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an engaging “Ask Me Anything” session with the engineering teams behind Data Science, Data Engineering, and Data Warehousing in Microsoft Fabric. This interactive Q&A offers a unique opportunity to connect directly with the experts shaping the future of data at Microsoft. Whether you’re curious about roadmap updates, technical challenges, best practices, or upcoming innovations across Fabric’s data capabilities, this session is your chance to ask questions and gain insights from the teams driving transformation in modern analytics."
1112,Fabric Security: Ask Engineering Anything,https://www.sharepointeurope.com/events/fabric-security-ask-engineering-anything/,2025-09-18 09:15:00,2025-09-18 10:15:00,,Ask Me Anything,Ask Me Anything,AMA,"Adi Regev, Microsoft; Arthi Ramasubramanian Iyer, Microsoft; Kasper de Jonge, Microsoft",1000,FabCon2025EuropeVienna,"Join us for an engaging “Ask Me Anything” session with the engineering teams behind Security in Microsoft Fabric. This interactive Q&A offers a unique opportunity to connect directly with the experts shaping the future of data at Microsoft. Let’s talk about technical challenges, best practices, or upcoming innovations across Fabric’s security capabilities. This session is your chance to ask questions and gain insights from the teams driving keeping your workloads safe in Fabric."
1113,Real-Time Intelligence: Ask Engineering Anything,https://www.sharepointeurope.com/events/real-time-intelligence-ask-engineering-anything/,2025-09-18 09:15:00,2025-09-18 10:15:00,,Real-Time Intelligence,Ask Me Anything,AMA,"Johannes Kebeck, Microsoft; Will Thompson, Microsoft; Tessa Kloster, Microsoft; Meital Taran-Gutman",1000,FabCon2025EuropeVienna,"Join us for an engaging “Ask Me Anything” session with the engineering teams driving innovation across Real-Time Intelligence, including Digital Twin solutions, Event Streaming, Eventhouse and Activator in Microsoft Fabric. This interactive Q&A offers a unique opportunity to connect directly with the experts shaping the future of high-volume, high-granularity data experiences. Whether you’re curious about roadmap updates, technical challenges, best practices, or upcoming capabilities, this session is your chance to ask questions and gain insights from the teams building the next generation of intelligent, event-driven analytics. Bring your questions and join the conversation!"
